duns_number,company_name,tradestyle,address_line_1,address_line_2,city,state,postal_code,phone,website,revenue_raw,revenue_numeric,revenue_formatted,employees_total,employees_single_site,business_description,industry,ownership_type,entity_type,is_headquarters,contact_count,primary_contact_name,primary_contact_title,primary_contact_email_flag,primary_contact_phone_flag
962930249,Argos Risk LLC,,7300 Metro Blvd Ste 360,,Minneapolis,Minnesota,55439-2302,1-952-314-1219,http://www.argosrisk.com,912204.9800000001,912204.9800000001,912204.9800000001,10,10,Argos Risk Llc is primarily engaged in providing mercantile and consumer credit reporting services.,Business Support Services,Private,Independent,false,0,,,,
782667161,"Trident Polymers, Llc",,14700 28Th Ave N Ste 35,,Minneapolis,Minnesota,55447-4876,1-612-578-6739,,631581.01,631581.01,631581.01,10,10,"Trident Polymers, Llc is primarily engaged in the collection and disposal of refuse by processing or destruction or in the operation of incinerators, waste treatment plants, landfills, or other sites for disposal of such materials.",Waste Management,Private,Independent,false,0,,,,
006165492,B & G Products Company,Aquacide Co,1627 9Th St,,Saint Paul,Minnesota,55110-6717,1-651-429-6126,http://www.killlakeweeds.com,6120892.0,6120892,6120892.0,10,10,"B & G Products Company is primarily engaged in the formulation and preparation of ready-to-use agricultural and household pest control chemicals, including insecticides, fungicides, and herbicides, from technical chemicals or concentrates; and the production of concentrates which require further processing before use as agricultural pesticides. This also includes manufacturing or formulating agricultural chemicals, not elsewhere classified, such as minor or trace elements and soil conditioners.",Agricultural Chemical Manufacturing,Private,Independent,false,0,,,,
136371650,"LAKE COUNTRY VETERINARY SERVICE, P.A.",,551 Railroad Ave,,Albany,Minnesota,56307-9804,1-320-845-6930,http://www.lakecountryvetservice.com,518715.02,518715.02,518715.02,10,10,"Lake Country Veterinary Service, P.A. is an establishment of licensed practitioners primarily engaged in the practice of veterinary medicine, dentistry, or surgery, for animal specialties Animal specialties include horses, bees, fish, fur-bearing animals, rabbits, dogs, cats, and other pets and birds, except poultry.",Miscellaneous Professional Services,Private,Independent,false,0,,,,
608123725,"HENKEMEYER LANDFILL, INC.",Henkemeyer Demolition Landfill,6045 Lark Rd Nw,,Sauk Rapids,Minnesota,56379-9427,1-320-252-6487,http://www.rapidcontainerservice.com,912635.03,912635.03,912635.03,10,10,"Henkemeyer Landfill, Inc. is primarily engaged in the collection and disposal of refuse by processing or destruction or in the operation of incinerators, waste treatment plants, landfills, or other sites for disposal of such materials.",Waste Management,Private,Independent,false,0,,,,
184438005,Speed Cutters Outdoor Maintenance LLC,,18523 Olson St Nw,,Elk River,Minnesota,55330-4222,1-612-310-6213,http://www.speedcutters.com,663850.01,663850.01,663850.01,10,10,Speed Cutters Outdoor Maintenance Llc is primarily engaged in performing a variety of lawn and garden services.,Building and Dwelling Services,Private,Independent,false,0,,,,
155827541,"SIERRA HOTEL AERO, INCORPORATED",,1690 Aeronca Ln,,South Saint Paul,Minnesota,55075-3560,1-651-306-1456,http://www.sierrahotelaero.com,937177.0,937177,937177.0,10,10,"Sierra Hotel Aero, Incorporated is primarily engaged in operating and maintaining airports and flying fields; in servicing, repairing (except on a factory basis), maintaining, and storing aircraft; and in furnishing coordinated handling services for airfreight or passengers at airports. This also includes air traffic control operations.",Air Transportation Services,Private,Independent,false,0,,,,
167558345,Lakewood Evangelical Free Church,,6284 Fairview Rd,,Baxter,Minnesota,56425-8286,1-218-829-7251,http://www.lakewoodfc.com,539017.98,539017.98,539017.98,10,10,"Establishments of religious organizations operated for worship, religious training or study, government or administration of an organized religion, or for promotion of religious activities. Other establishments maintained by religious organizations, such as educational institutions, hospitals, publishing houses, reading rooms, social services, and secondhand stores, are classified according to their primary activity. Also included in this industry are religious groups which reach the public through radio or television media.",Associations and Organizations,Private,Independent,false,0,,,,
967364634,"Data 3 Systems, LLC",,2901 E 78Th St,,Minneapolis,Minnesota,55425-1501,1-952-374-6700,,517552.02,517552.02,517552.02,10,10,"Data 3 Systems, Llc is primarily engaged in developing or modifying computer software and packaging or bundling the software with purchased computer hardware (computers and computer peripheral equipment) to create and market an integrated system for specific application. Establishments in this industry must provide each of the following services: (1) the development or modification of the computer software; (2) the marketing of purchased computer hardware; and (3) involvement in all phases of systems development from design through installation.",Computer System Design Services,Private,Independent,false,0,,,,
063882434,"HENRI INTERIORS, LLC",,2303 Wycliff St Ste W120,,Saint Paul,Minnesota,55114-1229,1-651-340-0137,http://www.henriinteriors.com,595507.03,595507.03,595507.03,10,10,"Henri Interiors, Llc is primarily engaged in furnishing business services, not elsewhere classified, such as bondspersons, drafting services, lecture bureaus, notaries public, sign painting, speakers' bureaus, water softening services, and auctioneering services, on a commission or fee basis.",Miscellaneous Professional Services,Private,Independent,false,0,,,,
071762868,"ST. MICHAEL VETERINARY CLINIC, P.A.",SAINT MICHAEL VETERINARY CLINIC,312 Central Ave E,,Saint Michael,Minnesota,55376-9518,1-763-497-2424,http://stmichaelvet.vetstreet.com,540241.0,540241,540241.0,10,10,"St. Michael Veterinary Clinic, P.A. is an establishment of licensed practitioners primarily engaged in the practice of veterinary medicine, dentistry, or surgery, for cattle, hogs, sheep, goats, and poultry.",Miscellaneous Professional Services,Private,Independent,false,0,,,,
074652503,"SUPERIOR MANAGED IT SERVICES, LLC",,1306 County Road F W Ste 200,,New Brighton,Minnesota,55112-2908,1-612-217-7030,http://www.superiormanagedit.com,1295583.0,1295583,1295583.0,10,10,"Superior Managed It Services, Llc is primarily engaged in supplying computer related services, not elsewhere classified. Computer consultants operating on a contract or fee basis are classified in this industry.",Computer System Design Services,Private,Independent,false,0,,,,
090199984,"Appcon, Inc.",,572 Tamarack Ave,,Long Lake,Minnesota,55356-9417,1-612-979-2229,http://www.appconvey.com,927913.01,927913.01,927913.01,10,10,"Appcon, Inc. is primarily engaged in providing computer programming services on a contract or fee basis. Establishments of this industry perform a variety of additional services, such as computer software design and analysis; modifications of custom software; and training in the use of custom software.",Computer Programming,Private,Independent,false,0,,,,
131630233,"MCM Services Group, LLC",,1301 Corporate Center Dr Ste 180,,Saint Paul,Minnesota,55121-1259,1-651-888-7301,http://www.mcmservicesgroup.com,536674.02,536674.02,536674.02,10,10,"Mcm Services Group, Llc is primarily engaged in preparing advertising (writing copy, artwork, graphics, and other creative work) and placing such advertising in periodicals, newspapers, radio and television, or other advertising media for clients on a contract or fee basis.",Advertising Services,Private,Independent,false,0,,,,
189966992,"RE-ALLIANCE, LLC",,1508 N 2Nd St,,Minneapolis,Minnesota,55411-3405,1-612-521-2295,http://www.re-alliance.net,559944.99,559944.99,559944.99,10,10,"Re-Alliance, Llc is primarily engaged in the collection and disposal of refuse by processing or destruction or in the operation of incinerators, waste treatment plants, landfills, or other sites for disposal of such materials.",Waste Management,Private,Independent,false,0,,,,
099055915,"LAUGHLIN'S PEST CONTROL COMPANY, INC.",Critter Control,1547 Livingston Ave,,Saint Paul,Minnesota,55118-3411,1-763-535-6486,http://www.pestandcrittercontrol.com,853499.0,853499,853499.0,10,10,"Laughlin's Pest Control Company, Inc. is primarily engaged in disinfecting dwellings and other buildings, and in termite, insect, rodent, and other pest control, generally in dwellings or other buildings.",Building and Dwelling Services,Private,Independent,false,0,,,,
017600374,TC SYSTEMS LLC,,7326 Ohms Ln,,Minneapolis,Minnesota,55439-2330,1-952-831-1032,http://www.tcsystemsonline.com,706875.98,706875.98,706875.98,10,10,"Tc Systems Llc is primarily engaged in the wholesale distribution of computers, computer peripheral equipment, and computer software.","Computer, Office Equipment and Software Merchant Wholesalers",Private,Independent,false,0,,,,
154007889,Esultants Web Services LLC,ESULTANTS WEB SERVICES,11375 Robinson Dr Nw,,Minneapolis,Minnesota,55433-2590,1-612-623-8054,http://www.esultants.com,711740.02,711740.02,711740.02,10,10,"Esultants Web Services Llc is primarily engaged in providing computer programming services on a contract or fee basis. Establishments of this industry perform a variety of additional services, such as computer software design and analysis; modifications of custom software; and training in the use of custom software.",Computer Programming,Private,Independent,false,0,,,,
964607576,"INTERNET EXPOSURE, INC.",,1101 Washington Ave S,,Minneapolis,Minnesota,55415-2300,1-612-676-1946,http://www.iexposure.com,790526.99,790526.99,790526.99,10,10,"Internet Exposure, Inc. is primarily engaged in providing computer processing and data preparation services. The service may consist of complete processing and preparation of reports from data supplied by the customer or a specialized service, such as data entry or making data processing equipment available on an hourly or time-sharing basis.",Data Processing,Private,Independent,false,0,,,,
091524859,"CORVEX CONNECTED WORKER, INC.",,4570 Churchill St Ste 100,,Shoreview,Minnesota,55126-2274,1-651-294-2130,http://www.corvexconnect.com,940001.01,940001.01,940001.01,10,10,"Corvex Connected Worker, Inc. is primarily engaged in the design, development, and production of prepackaged computer software. Important products of this industry include operating, utility, and applications programs. Establishments of this industry may also provide services such as preparation of software documentation for the user-installation of software for the user; and training the user in the use of the software.",Software,Private,Independent,false,0,,,,
118673550,Lending Concepts Inc.,,7900 International Dr,,Bloomington,Minnesota,55425-1510,1-404-720-3973,http://www.mylendingconcepts.com,3044934.0,3044934,3044934.0,10,10,"Lending Concepts Inc. is primarily engaged in providing electric services in combination with other services, with electric services as the major part though less than 95 percent of the total.",Electricity Generation and Distribution,Private,Independent,false,0,,,,
035710073,"Fetzer, Cynthia DVM",Camden Pet Hospital,1401 44Th Ave N,,Minneapolis,Minnesota,55412-1343,1-612-522-4374,http://www.camdenpet.com,500328.0,500328,500328.0,10,10,"Fetzer, Cynthia Dvm is an establishment of licensed practitioners primarily engaged in the practice of veterinary medicine, dentistry, or surgery, for animal specialties Animal specialties include horses, bees, fish, fur-bearing animals, rabbits, dogs, cats, and other pets and birds, except poultry.",Miscellaneous Professional Services,Private,Independent,false,0,,,,
044499045,"RETIRE YOUNG, INC.",,7900 International Dr Ste 170,,Bloomington,Minnesota,55425-1387,1-952-814-4410,http://www.onlinetrading.com,567767.98,567767.98,567767.98,10,10,"Retire Young, Inc. is primarily engaged in furnishing operating counsel and assistance to managements of private, nonprofit, and public organizations. These establishments generally perform a variety of activities, such as strategic and organizational planning; financial planning and budgeting; marketing objectives and policies; information systems planning, evaluation and selection; human resource policies and practices planning; and production scheduling and control planning.",Consulting Services,Private,Independent,false,0,,,,
094126342,FINEPOINT TECHNOLOGY LLC,,416 Gateway Blvd,,Burnsville,Minnesota,55337-2559,1-612-254-7462,http://www.finepoint.tech,513695.0,513695,513695.0,10,10,"Finepoint Technology Llc is primarily engaged in furnishing business services, not elsewhere classified, such as bondspersons, drafting services, lecture bureaus, notaries public, sign painting, speakers' bureaus, water softening services, and auctioneering services, on a commission or fee basis.",Miscellaneous Professional Services,Private,Independent,false,0,,,,
101205283,ALLOY POLYMERS A DIVISION,,580 E Front St,,Winona,Minnesota,55987-4256,,http://www.rtpcompany.com,1900028.0,1900028,1900028.0,10,10,"Alloy Polymers A Division is primarily engaged in manufacturing synthetic resins, plastics materials, and nonvulcanizable elastomers. Important products of this industry include: cellulose plastics materials; phenolic and other tar acid resins; urea and melamine resins; vinyl resins; styrene resins; alkyd resins; acrylic resins; polyethylene resins; polypropylene resins; rosin modified resins; coumarone-indene and petroleum polymer resins; miscellaneous resins, including polyamide resins, silicones, polyisobutylenes, polyesters, polycarbonate resins, acetal resins, and fluorohydrocarbon resins; and casein plastics.",Synthetic Chemical Manufacturing,Private,Independent,false,0,,,,
185344868,Headwaters Regional Development Commission,,1320 Neilson Ave Se,,Bemidji,Minnesota,56601-5406,1-218-444-4732,http://www.hrdc.org,933447.0,933447,933447.0,10,10,"Headwaters Regional Development Commission is primarily engaged in furnishing business consulting services, not elsewhere classified, on a contract or fee basis.",Consulting Services,Private,Independent,false,0,,,,
012976202,"HUMAN, INC.",Friends & Neighbors,212 3Rd Ave N Ste 504,,Minneapolis,Minnesota,55401-1440,1-612-339-1549,http://www.friends-neighbors.com,1006472.0,1006472,1006472.0,10,10,"Human, Inc. is primarily engaged in preparing advertising (writing copy, artwork, graphics, and other creative work) and placing such advertising in periodicals, newspapers, radio and television, or other advertising media for clients on a contract or fee basis.",Advertising Services,Private,Independent,false,0,,,,
129858986,Landmark Insurance Services,Nationwide Insurance,232 Lake St S,,Forest Lake,Minnesota,55025-2605,1-651-464-3333,http://www.allstate.com,621015.01,621015.01,621015.01,10,10,"Agents primarily representing one or more insurance carriers, or brokers not representing any particular carriers primarily engaged as independent contractors in the sale or placement of insurance contracts with carriers, but not employees of the insurance carriers they represent. This industry also includes independent organizations concerned with insurance services.",Insurance Agents,Private,Independent,false,0,,,,
118852757,Noor Companies GBC,,2219 Oakland Ave Ste 103,,Minneapolis,Minnesota,55404-3703,,http://www.noorcompanies.com,824555.99,824555.99,824555.99,10,10,"Noor Companies Gbc is primarily engaged in furnishing business services, not elsewhere classified, such as bondspersons, drafting services, lecture bureaus, notaries public, sign painting, speakers' bureaus, water softening services, and auctioneering services, on a commission or fee basis.",Miscellaneous Professional Services,Private,Independent,false,0,,,,
842954760,"ALEX IRRIGATION & LANDSCAPING, INC.",,2750 E Lake Carlos Ln Ne,,Carlos,Minnesota,56319-8122,1-320-852-7595,http://www.alexirrigationandlandscaping.com,829621.02,829621.02,829621.02,10,10,"Alex Irrigation & Landscaping, Inc. is primarily engaged in performing a variety of lawn and garden services.",Building and Dwelling Services,Private,Independent,false,0,,,,
187016977,Minnesota FAIR Plan,MN Property Insurance Placement Facility,7900 International Dr Ste 625,,Minneapolis,Minnesota,55425-2559,1-612-338-7584,http://www.mnfairplan.org,3284697.0999999996,3284697.0999999996,3284697.0999999996,10,10,"Agents primarily representing one or more insurance carriers, or brokers not representing any particular carriers primarily engaged as independent contractors in the sale or placement of insurance contracts with carriers, but not employees of the insurance carriers they represent. This industry also includes independent organizations concerned with insurance services.",Insurance Agents,Private,Independent,false,0,,,,
607552101,"Senior Lifestyle Design, LLC",,2823 Hamline Ave N,,Roseville,Minnesota,55113-1887,1-651-631-6300,http://www.seniorhousingpartners.com,858389.97,858389.97,858389.97,10,10,"Senior Lifestyle Design, Llc is primarily engaged in furnishing general or specialized management services on a day to day basis and on a contract or fee basis. Establishments in this industry do not provide operating staff.",Administrative Services,Private,Independent,false,0,,,,
785495578,NORTHLAND IRRIGATION,Northland Seasonal Outdoor Services,908 Prosperity Ave,,Saint Paul,Minnesota,55106-3524,1-651-779-7168,http://www.northtechirr.com,2046531.9000000001,2046531.9000000001,2046531.9000000001,10,10,Northland Irrigation is primarily engaged in operating water supply systems for the purpose of irrigation.,Water and Sewage Services,Private,Independent,false,0,,,,
077697103,INTERSTATE CLEANING MANAGEMENT,,2377 Shadywood Rd,,Wayzata,Minnesota,55391-9252,1-952-220-2211,,1010906.0000000001,1010906.0000000001,1010906.0000000001,10,10,Interstate Cleaning Management is primarily engaged in furnishing general or specialized management services on a day to day basis and on a contract or fee basis. Establishments in this industry do not provide operating staff.,Administrative Services,Private,Independent,false,0,,,,
080211252,Atomic Transportation Systems Inc.,,807 Brdwy St,,Minneapolis,Minnesota,55401,1-612-623-8888,,1839739.0,1839739,1839739.0,10,10,"Atomic Transportation Systems Inc. is primarily engaged in furnishing operating counsel and assistance to managements of private, nonprofit, and public organizations. These establishments generally perform a variety of activities, such as strategic and organizational planning; financial planning and budgeting; marketing objectives and policies; information systems planning, evaluation and selection; human resource policies and practices planning; and production scheduling and control planning.",Consulting Services,Private,Independent,false,0,,,,
093240511,MED CITY ELECTRIC LLC,,410 Avenue C NE,,Chatfield,Minnesota,55923-1002,1-507-288-2242,http://www.medcityelectric.com,1.0566869E7,10566869,$10.6M,10,10,"Med City Electric Llc is primarily engaged in the generation, transmission, and/or distribution of electric energy for sale.",Electricity Generation and Distribution,Private,Independent,false,0,,,,
118644787,"EG Services, LLC",,305 Saint Peter St,,Saint Paul,Minnesota,55102-1607,1-651-290-2812,,654865.0299999999,654865.0299999999,654865.0299999999,10,10,"Eg Services, Llc is primarily engaged in furnishing general or specialized management services on a day to day basis and on a contract or fee basis. Establishments in this industry do not provide operating staff.",Administrative Services,Private,Independent,false,0,,,,
786914218,"Sercomsys, Inc.",ServiceMaster Commercial Systems,7800 Computer Ave Ste 125,,Bloomington,Minnesota,55435-5428,1-952-881-5226,http://www.smcommercialsystems.com,955562.0,955562,955562.0,10,10,"Sercomsys, Inc. is primarily engaged in furnishing building cleaning and maintenance services, not elsewhere classified, such as window cleaning, janitorial service, floor waxing, and office cleaning.",Building and Dwelling Services,Private,Independent,false,0,,,,
169917205,D TRIO MARKETING GROUP,"D. Trio Marketing Group, Brand@hand",305 5Th Ave N,,Minneapolis,Minnesota,55401-5405,1-612-787-3333,http://www.cat-tonic.com,1156090.0,1156090,1156090.0,10,10,"D Trio Marketing Group is primarily engaged in furnishing operating counsel and assistance to managements of private, nonprofit, and public organizations. These establishments generally perform a variety of activities, such as strategic and organizational planning; financial planning and budgeting; marketing objectives and policies; information systems planning, evaluation and selection; human resource policies and practices planning; and production scheduling and control planning.",Consulting Services,Private,Independent,false,0,,,,
104161222,ABRA KADABRA ENVIRONMENTAL SVC.,,2629 Clare Ln,,Mound,Minnesota,55364-1809,1-763-537-0330,http://www.abrakadabraenvironmental.com,1487250.0,1487250,1487250.0,10,10,"Abra Kadabra Environmental Svc. is primarily engaged in disinfecting dwellings and other buildings, and in termite, insect, rodent, and other pest control, generally in dwellings or other buildings.",Building and Dwelling Services,Private,Independent,false,0,,,,
961974318,Sentinel Products Inc.,,8901 Wyoming Ave N,,Brooklyn Park,Minnesota,55445-1834,1-763-571-0630,http://www.senpro.com,5318478.100000001,5318478.100000001,5318478.100000001,10,10,"Sentinel Products Inc. is primarily engaged in the wholesale distribution of chemicals and allied products, not elsewhere classified, such as acids, industrial and heavy chemicals, dyestuffs, industrial salts, rosin, and turpentine.",Chemical Wholesale,Private,Independent,false,0,,,,
071212723,"ALLEN ENTREPRENEURS, LLC",,619 Highway 71 NE,,Willmar,Minnesota,56201-2669,1-320-212-6506,,977356.97,977356.97,977356.97,10,10,"Allen Entrepreneurs, Llc is primarily engaged in furnishing operating counsel and assistance to managements of private, nonprofit, and public organizations. These establishments generally perform a variety of activities, such as strategic and organizational planning; financial planning and budgeting; marketing objectives and policies; information systems planning, evaluation and selection; human resource policies and practices planning; and production scheduling and control planning.",Consulting Services,Private,Independent,false,0,,,,
118588697,"TRUTERRA, LLC","Truterra Sustainability Solutions, Truterra Sustainability Solutions, LLC",4001 Lexington Ave N,,Arden Hills,Minnesota,55126-2934,1-651-375-2222,http://www.truterraag.com,539913.0,539913,539913.0,9,9,"Truterra, Llc is primarily engaged in furnishing business consulting services, not elsewhere classified, on a contract or fee basis.",Consulting Services,Private,Independent,false,3,Pete Kappelman,Principal,Y,Y
116352794,VERSANT VENTURE MANAGEMENT LLC,,3601 W 76Th St Ste 20,,Minneapolis,Minnesota,55435-5956,1-612-254-1170,,1058074.0,1058074,1058074.0,9,9,Versant Venture Management Llc is primarily engaged in furnishing general or specialized management services on a day to day basis and on a contract or fee basis. Establishments in this industry do not provide operating staff.,Administrative Services,Private,Independent,false,3,Bill Hoffman,Ceo,Y,Y
780071577,"J.R.'S APPLIANCE DISPOSAL, INC.",,10619 Courthouse Blvd,,Inver Grove Heights,Minnesota,55077-5310,1-651-454-9215,http://www.jrsadvancedrecyclers.com,880393.98,880393.98,880393.98,9,9,"J.R.'s Appliance Disposal, Inc. is primarily engaged in the collection and disposal of refuse by processing or destruction or in the operation of incinerators, waste treatment plants, landfills, or other sites for disposal of such materials.",Waste Management,Private,Independent,false,1,Ron Zeien,Vice President,Y,Y
135187102,"Robert Rippe & Associates, Inc",,6117 Blue Circle Dr Ste 100,,Minnetonka,Minnesota,55343-9178,1-952-933-0313,http://www.rippeassociates.com,919003.01,919003.01,919003.01,9,9,"Robert Rippe & Associates, Inc is primarily engaged in furnishing operating counsel and assistance to managements of private, nonprofit, and public organizations. These establishments generally perform a variety of activities, such as strategic and organizational planning; financial planning and budgeting; marketing objectives and policies; information systems planning, evaluation and selection; human resource policies and practices planning; and production scheduling and control planning.",Consulting Services,Private,Independent,false,3,Steven Olson,President,Y,Y
139249809,"Kriss Premium Products, Inc.",,3400 E 42Nd St,,Minneapolis,Minnesota,55406-3300,1-612-722-8485,http://www.krissproducts.com,2293221.0,2293221,2293221.0,9,9,"Kriss Premium Products, Inc. is primarily engaged in the wholesale distribution of chemicals and allied products, not elsewhere classified, such as acids, industrial and heavy chemicals, dyestuffs, industrial salts, rosin, and turpentine.",Chemical Wholesale,Private,Independent,false,2,James Fazzone,Chief Executive Officer,Y,Y
022763381,BENEFIT COMPLY LLC,,750 Laurel Ave,,Saint Paul,Minnesota,55104-7107,,http://www.benefitcomply.com,604049.98,604049.98,604049.98,9,9,"Benefit Comply Llc is primarily engaged in furnishing operating counsel and assistance to managements of private, nonprofit, and public organizations. These establishments generally perform a variety of activities, such as strategic and organizational planning; financial planning and budgeting; marketing objectives and policies; information systems planning, evaluation and selection; human resource policies and practices planning; and production scheduling and control planning.",Consulting Services,Private,Independent,false,3,Catherine Voysey,Operations Manager,Y,Y
613747034,"Shiloh Temple International Ministries, Inc",Shiloh Temple,1201 W Broadway Ave,,Minneapolis,Minnesota,55411-2532,1-612-302-1463,http://www.shilohtemple.com,988923.01,988923.01,988923.01,9,9,"Establishments of religious organizations operated for worship, religious training or study, government or administration of an organized religion, or for promotion of religious activities. Other establishments maintained by religious organizations, such as educational institutions, hospitals, publishing houses, reading rooms, social services, and secondhand stores, are classified according to their primary activity. Also included in this industry are religious groups which reach the public through radio or television media.",Associations and Organizations,Private,Independent,false,2,Andrea Langford,Director Of Programs,Y,Y
042158958,UDisc LLC,,4709 358Th St,,North Branch,Minnesota,55056-5588,1-763-227-3493,http://www.udisc.com,1006982.0,1006982,1006982.0,9,9,"Udisc Llc is primarily engaged in providing computer programming services on a contract or fee basis. Establishments of this industry perform a variety of additional services, such as computer software design and analysis; modifications of custom software; and training in the use of custom software.",Computer Programming,Private,Independent,false,1,Josh Lichti,Co-Founder And Chief Executive Officer,Y,Y
005479034,"SUMMIT WEALTH ADVOCATES, LLC",,5871 Crossandra St Se,,Prior Lake,Minnesota,55372-3337,1-612-987-9112,http://www.summitwealthadvocates.com,992012.02,992012.02,992012.02,9,9,"Summit Wealth Advocates, Llc is primarily engaged in furnishing operating counsel and assistance to managements of private, nonprofit, and public organizations. These establishments generally perform a variety of activities, such as strategic and organizational planning; financial planning and budgeting; marketing objectives and policies; information systems planning, evaluation and selection; human resource policies and practices planning; and production scheduling and control planning.",Consulting Services,Private,Independent,false,2,Jason Print,Co-President,Y,Y
053895087,"Fox Idealease, Inc.",,13067 Us Highway 71,,Sanborn,Minnesota,56083-3096,1-507-648-3811,,1358362.0,1358362,1358362.0,9,9,"Fox Idealease, Inc. is primarily engaged in furnishing business services, not elsewhere classified, such as bondspersons, drafting services, lecture bureaus, notaries public, sign painting, speakers' bureaus, water softening services, and auctioneering services, on a commission or fee basis.",Miscellaneous Professional Services,Private,Independent,false,1,David Fox,Chief Executive Officer,Y,Y
091473726,MONKEYJUMP LABS LLC,,3 S Deep Lake Rd,,North Oaks,Minnesota,55127-6322,1-612-799-7571,http://www.monkeyjumplabs.com,518337.01,518337.01,518337.01,9,9,"Monkeyjump Labs Llc is primarily engaged in providing computer programming services on a contract or fee basis. Establishments of this industry perform a variety of additional services, such as computer software design and analysis; modifications of custom software; and training in the use of custom software.",Computer Programming,Private,Independent,false,2,Jonathan Dexter,"Partner, Chief Executive Officer",Y,Y
926470543,"KOWSARY TURF, INC.",,22968 142Nd St Nw,,Elk River,Minnesota,55330-3201,1-763-862-4646,http://www.kowsaryturfinc.com,505671.98000000004,505671.98000000004,505671.98000000004,9,9,"Kowsary Turf, Inc. is primarily engaged in performing a variety of lawn and garden services.",Building and Dwelling Services,Private,Independent,false,1,Susan Kowsary,Vice President,Y,Y
118290379,Bestergo Inc.,,9501 Louisiana Ave N Ste 200,,Brooklyn Park,Minnesota,55445-3288,1-877-419-7832,http://www.ergoav.com,1631711.0,1631711,1631711.0,9,9,"Bestergo Inc. is primarily engaged in providing computer programming services on a contract or fee basis. Establishments of this industry perform a variety of additional services, such as computer software design and analysis; modifications of custom software; and training in the use of custom software.",Computer Programming,Private,Independent,false,1,Phil Carlson,Chief Executive Officer,Y,Y
017308502,HMONG VILLAGE 209 LLC,,1001 Johnson Pkwy Ofc,,Saint Paul,Minnesota,55106-3655,1-651-771-7886,http://www.hmongvillageshoppingcenter.com,1716942.0,1716942,1716942.0,9,9,"Hmong Village 209 Llc is a membership organization engaged in civic, social, or fraternal activities.",Associations and Organizations,Private,Independent,false,1,Kevin Vang,Vice President,Y,Y
075580127,ALL AMERICAN ICE L. L. C.,All-American Arena Products,1414 S 4Th Ave,,Albert Lea,Minnesota,56007-1965,1-844-231-2227,http://www.allamericanarena.com,1286229.0,1286229,1286229.0,9,9,"All American Ice L. L. C. is primarily engaged in furnishing business services, not elsewhere classified, such as bondspersons, drafting services, lecture bureaus, notaries public, sign painting, speakers' bureaus, water softening services, and auctioneering services, on a commission or fee basis.",Miscellaneous Professional Services,Private,Independent,false,1,Adam Royce,Director,Y,Y
839422490,Mcdonagh Brothers Inc,Inki.com,2205 California St Ne Ste 101,,Minneapolis,Minnesota,55418-3353,1-612-435-2000,http://www.mcdonagh.com,945694.0299999999,945694.0299999999,945694.0299999999,9,9,"Mcdonagh Brothers Inc is primarily engaged in providing computer programming services on a contract or fee basis. Establishments of this industry perform a variety of additional services, such as computer software design and analysis; modifications of custom software; and training in the use of custom software.",Computer Programming,Private,Independent,false,2,Jonathan Mcdonagh,President,Y,Y
929300853,INTEMARK INC.,"Intemark, Intemark Marketing Group",200 Southdale Ctr,,Edina,Minnesota,55435-7000,1-952-897-9001,http://www.intemark.com,1018261.0000000001,1018261.0000000001,1018261.0000000001,9,9,"Intemark Inc. is primarily engaged in the preparation of materials, written or spoken, which are designed to influence the general public or other groups in promoting the interests of their clients.",Advertising Services,Private,Independent,false,2,Jim Dowden,Managing Director,Y,Y
036447118,"ROCKWOOD CAPITAL MANAGEMENT, INC.",,1315 Red Fox Rd Ste 200,,Saint Paul,Minnesota,55112-6977,1-651-717-4074,,1049871.0,1049871,1049871.0,9,9,"Rockwood Capital Management, Inc. is primarily engaged in furnishing operating counsel and assistance to managements of private, nonprofit, and public organizations. These establishments generally perform a variety of activities, such as strategic and organizational planning; financial planning and budgeting; marketing objectives and policies; information systems planning, evaluation and selection; human resource policies and practices planning; and production scheduling and control planning.",Consulting Services,Private,Independent,false,3,Louis Hill,President,Y,Y
130728751,St Paul Electrical Administrative Services Corporation,St Paul Electrical Construction Trust,1330 Conway St Ste 130,,Saint Paul,Minnesota,55106-5856,1-651-772-8746,http://www.ibew110.org,1.2456156E7,12456156,$12.5M,9,9,St Paul Electrical Administrative Services Corporation is an organization of workers for the improvement of wages and working conditions.,Associations and Organizations,Private,Independent,false,3,Logan Beere,President,Y,Y
833337236,"Spyder Trap, Inc.",,4069 Utica Ave S,,Minneapolis,Minnesota,55416-2904,1-612-871-2270,http://www.spydertrap.com,576554.0,576554,576554.0,9,9,"Spyder Trap, Inc. is primarily engaged in furnishing operating counsel and assistance to managements of private, nonprofit, and public organizations. These establishments generally perform a variety of activities, such as strategic and organizational planning; financial planning and budgeting; marketing objectives and policies; information systems planning, evaluation and selection; human resource policies and practices planning; and production scheduling and control planning.",Consulting Services,Private,Independent,false,1,Mike Rynchek,Principal,Y,Y
005768133,"SUNLEAF RETIRED, LLC",,333 S Pine St,,Waconia,Minnesota,55387-1830,1-952-443-2300,http://www.sunleafnaturals.com,550625.98,550625.98,550625.98,9,9,"Sunleaf Retired, Llc is primarily engaged in manufacturing perfumes (natural and synthetic), cosmetics, and other toilet preparations. This also includes blending and compounding perfume bases; and those manufacturing shampoos and shaving products, whether from soap or synthetic detergents.",Miscellaneous Chemical Manufacturing,Private,Independent,false,1,Jason Hadley,Principal,Y,Y
